sync_interval,final_performance,episodes_to_convergence,convergence_std
1,41.69044444444444,13.333333333333334,9.741092797468305
5,43.215777777777774,59.666666666666664,41.34677200889515
10,41.352444444444444,16.666666666666668,0.9428090415820634
20,42.44799999999999,13.333333333333334,6.79869268479038
50,42.44755555555555,2.6666666666666665,0.4714045207910317
100,42.82266666666666,15.333333333333334,3.39934634239519
