Wall time,Step,Value
1722408361.9275274,4,23.899999618530273
1722408362.5170197,14,6.0
1722408362.577676,15,19.600000381469727
1722408362.7548923,18,34.599998474121094
1722408362.8135176,19,0.0
1722408363.2297857,26,141.89999389648438
1722408363.2849422,27,54.099998474121094
1722408364.066315,40,31.0
1722408364.489271,47,0.0
1722408364.5499887,48,60.0
1722408364.6066096,49,10.300000190734863
1722408364.9136019,54,114.69999694824219
1722408365.3983257,62,36.70000076293945
1722408365.456652,63,56.900001525878906
1722408365.62667,66,5.300000190734863
1722408365.682883,67,0.0
1722408365.8586082,70,10.0
1722408365.9189742,71,54.0
1722408366.3123674,77,95.9000015258789
1722408366.6987882,82,59.0
1722408367.0483658,89,41.79999923706055
1722408367.5231125,99,41.900001525878906
1722408367.7145703,103,108.4000015258789
1722408367.8884172,107,138.89999389648438
1722408368.5671377,121,52.400001525878906
1722408368.7818696,125,21.5
1722408368.8370466,126,114.5999984741211
1722408368.9527225,128,78.30000305175781
1722408369.0654268,130,0.0
1722408369.3395517,136,99.0
1722408369.7291698,144,14.699999809265137
1722408369.81507,146,0.0
1722408369.8583343,147,64.5
1722408369.99453,150,148.89999389648438
1722408370.3041365,157,0.0
1722408370.440078,160,42.29999923706055
1722408370.56847,162,56.79999923706055
1722408370.6645594,164,42.0
1722408371.0015018,171,99.69999694824219
1722408371.046109,172,133.6999969482422
1722408371.2760897,177,66.0
1722408371.6339033,184,0.0
1722408371.6811898,185,22.299999237060547
1722408371.9565809,191,9.199999809265137
1722408372.0009096,192,22.700000762939453
1722408372.5307884,203,145.60000610351562
1722408372.6174576,205,49.79999923706055
1722408373.1485937,213,56.20000076293945
1722408373.2748828,215,43.400001525878906
1722408373.8467326,224,40.400001525878906
1722408374.1482763,229,18.799999237060547
1722408375.0745456,244,86.80000305175781
1722408375.1371293,245,91.5999984741211
1722408375.9399981,258,49.900001525878906
1722408376.0022807,259,0.0
1722408376.063096,260,77.5999984741211
1722408376.7781444,271,36.79999923706055
1722408376.9540894,274,76.0
1722408377.202796,278,61.20000076293945
1722408377.4949772,282,76.80000305175781
1722408377.6887572,285,60.0
1722408377.8733711,288,77.80000305175781
1722408377.99763,290,0.0
1722408378.3000338,295,69.69999694824219
1722408378.4231951,297,34.599998474121094
1722408378.4936125,298,55.0
1722408379.17318,308,120.5
1722408379.4288123,312,45.79999923706055
1722408379.670967,316,67.0
1722408379.792327,318,89.30000305175781
1722408379.852028,319,152.1999969482422
1722408380.076644,322,30.299999237060547
1722408381.0078049,337,35.29999923706055
1722408381.622498,345,9.699999809265137
1722408381.700122,346,1.5
1722408382.6168575,358,65.30000305175781
1722408383.106951,364,50.79999923706055
1722408383.1817696,365,0.0
1722408383.2602332,366,9.899999618530273
1722408384.1632407,378,74.9000015258789
1722408384.800907,386,15.0
1722408385.103175,390,45.900001525878906
1722408385.255324,392,84.9000015258789
1722408385.6497777,397,7.199999809265137
1722408386.0708625,402,39.20000076293945
1722408386.2161276,404,151.39999389648438
1722408387.0493474,415,72.0999984741211
1722408387.553256,421,14.699999809265137
1722408387.6376638,422,64.0
1722408388.7259288,436,22.299999237060547
1722408388.8001907,437,2.9000000953674316
1722408388.9535341,439,80.0999984741211
1722408389.3723426,444,65.80000305175781
1722408389.5253596,446,7.900000095367432
1722408389.9879487,452,40.0
1722408390.3063924,456,9.899999618530273
1722408390.7217522,461,105.19999694824219
1722408391.023947,465,98.5
1722408391.2621377,468,120.0
1722408391.41579,470,60.0
1722408391.6194766,474,58.599998474121094
1722408391.6930535,475,0.0
1722408391.9904118,480,23.0
1722408392.0995688,481,16.5
1722408392.419925,487,47.0
1722408392.7980204,494,87.80000305175781
1722408393.6278605,510,49.70000076293945
1722408393.7318747,512,37.599998474121094
1722408393.7822511,513,31.299999237060547
1722408393.829649,514,24.0
1722408393.973783,517,19.399999618530273
1722408394.070626,519,0.0
1722408394.7900262,533,44.29999923706055
1722408394.8369133,534,63.599998474121094
1722408394.9300094,536,0.10000000149011612
1722408395.027987,538,51.400001525878906
1722408395.1388364,540,0.20000000298023224
1722408395.3720376,544,38.20000076293945
1722408395.4698389,546,0.4000000059604645
1722408395.6726065,550,103.0999984741211
1722408395.769594,552,0.0
1722408395.9595737,556,101.9000015258789
1722408396.2818878,562,0.0
1722408396.378471,564,16.600000381469727
1722408396.5687714,568,83.0999984741211
1722408397.3892996,584,8.399999618530273
1722408397.4354386,585,13.699999809265137
1722408397.5812361,588,10.0
1722408397.68402,590,70.80000305175781
1722408397.8760035,594,0.0
1722408397.969169,596,113.0999984741211
1722408398.6031754,608,64.69999694824219
1722408398.850714,613,41.099998474121094
1722408398.9033883,614,33.900001525878906
1722408399.3707156,622,62.900001525878906
1722408399.4207623,623,71.69999694824219
1722408399.6847537,628,0.0
