episode,epoch,cloud_remaining_units,agent0_comp_units,agent0_channel_quality,agent0_remain_epochs,agent0_power,agent0_action,agent0_reward,agent0_mec_comp_unit_0,agent0_mec_comp_unit_1,agent0_mec_comp_unit_2,agent0_mec_comp_unit_3,agent0_mec_comp_unit_4,agent0_mec_comp_unit_5,agent0_mec_comp_unit_6,agent0_mec_comp_unit_7,agent0_mec_comp_unit_8,agent0_mec_comp_unit_9,agent1_comp_units,agent1_channel_quality,agent1_remain_epochs,agent1_power,agent1_action,agent1_reward,agent1_mec_comp_unit_0,agent1_mec_comp_unit_1,agent1_mec_comp_unit_2,agent1_mec_comp_unit_3,agent1_mec_comp_unit_4,agent1_mec_comp_unit_5,agent1_mec_comp_unit_6,agent1_mec_comp_unit_7,agent1_mec_comp_unit_8,agent1_mec_comp_unit_9,agent2_comp_units,agent2_channel_quality,agent2_remain_epochs,agent2_power,agent2_action,agent2_reward,agent2_mec_comp_unit_0,agent2_mec_comp_unit_1,agent2_mec_comp_unit_2,agent2_mec_comp_unit_3,agent2_mec_comp_unit_4,agent2_mec_comp_unit_5,agent2_mec_comp_unit_6,agent2_mec_comp_unit_7,agent2_mec_comp_unit_8,agent2_mec_comp_unit_9,agent3_comp_units,agent3_channel_quality,agent3_remain_epochs,agent3_power,agent3_action,agent3_reward,agent3_mec_comp_unit_0,agent3_mec_comp_unit_1,agent3_mec_comp_unit_2,agent3_mec_comp_unit_3,agent3_mec_comp_unit_4,agent3_mec_comp_unit_5,agent3_mec_comp_unit_6,agent3_mec_comp_unit_7,agent3_mec_comp_unit_8,agent3_mec_comp_unit_9,agent4_comp_units,agent4_channel_quality,agent4_remain_epochs,agent4_power,agent4_action,agent4_reward,agent4_mec_comp_unit_0,agent4_mec_comp_unit_1,agent4_mec_comp_unit_2,agent4_mec_comp_unit_3,agent4_mec_comp_unit_4,agent4_mec_comp_unit_5,agent4_mec_comp_unit_6,agent4_mec_comp_unit_7,agent4_mec_comp_unit_8,agent4_mec_comp_unit_9
0,0,90,6,1,9,9.5,0,4,8,5,9,1,8,1,1,8,8,0,48,0,9,9.5,0,2,7,8,5,5,9,7,7,2,3,0,50,1,9,9.0,1,0,5,6,7,9,10,6,5,2,1,0,92,1,9,9.5,0,8,8,5,10,2,4,4,3,10,4,0,100,1,9,9.0,1,2,1,5,9,6,6,5,8,6,3,0
0,1,73,6,1,8,8.5,1,0,5,9,1,8,1,1,8,8,0,0,41,0,8,9.0,0,7,8,5,5,9,7,7,2,3,0,0,45,0,8,8.5,0,5,6,7,9,10,6,5,2,1,0,0,92,1,8,8.5,1,8,5,10,2,4,4,3,10,4,0,0,100,1,8,8.0,1,1,5,9,6,6,5,8,6,3,0,0
0,2,55,1,1,7,8.0,0,5,9,1,8,1,1,8,8,0,0,0,41,0,7,8.0,1,0,5,5,9,7,7,2,3,0,0,0,39,0,7,8.0,0,6,7,9,10,6,5,2,1,0,0,0,92,1,7,7.5,1,5,10,2,4,4,3,10,4,0,0,0,100,1,7,7.0,1,5,9,6,6,5,8,6,3,0,0,0
0,3,40,0,1,6,7.5,0,0,1,8,1,1,8,8,0,0,0,0,41,0,6,7.0,1,0,5,9,7,7,2,3,0,0,0,0,32,1,6,7.5,0,7,9,10,6,5,2,1,0,0,0,0,92,1,6,6.5,1,10,2,4,4,3,10,4,0,0,0,0,91,1,6,6.5,0,9,6,6,5,8,6,3,0,0,0,0
0,4,33,0,1,5,6.5,1,0,8,1,1,8,8,0,0,0,0,0,36,1,5,6.5,0,5,9,7,7,2,3,0,0,0,0,0,23,1,5,7.0,0,9,10,6,5,2,1,0,0,0,0,0,90,1,5,6.0,0,2,4,4,3,10,4,0,0,0,0,0,91,1,5,5.5,1,6,6,5,8,6,3,0,0,0,0,0
0,5,17,0,1,4,6.0,0,0,1,1,8,8,0,0,0,0,0,0,27,1,4,6.0,0,9,7,7,2,3,0,0,0,0,0,0,23,1,4,6.0,1,10,6,5,2,1,0,0,0,0,0,0,86,1,4,5.5,0,4,4,3,10,4,0,0,0,0,0,0,91,1,4,4.5,1,6,5,8,6,3,0,0,0,0,0,0
0,6,1,0,1,3,5.5,0,0,1,8,8,0,0,0,0,0,0,0,27,1,3,5.0,1,7,7,2,3,0,0,0,0,0,0,0,17,0,3,5.5,0,6,5,2,1,0,0,0,0,0,0,0,86,1,3,4.5,1,4,3,10,4,0,0,0,0,0,0,0,91,1,3,3.5,1,5,8,6,3,0,0,0,0,0,0,0
0,7,0,0,1,2,4.5,1,0,8,8,0,0,0,0,0,0,0,0,20,1,2,4.5,0,7,2,3,0,0,0,0,0,0,0,0,12,1,2,5.0,0,5,2,1,0,0,0,0,0,0,0,0,86,1,2,3.5,1,0,10,4,0,0,0,0,0,0,0,0,91,1,2,2.5,1,0,6,3,0,0,0,0,0,0,0,0
0,8,0,0,0,1,3.5,1,0,8,0,0,0,0,0,0,0,0,0,20,1,1,3.5,1,0,3,0,0,0,0,0,0,0,0,0,10,0,1,4.5,0,2,1,0,0,0,0,0,0,0,0,0,86,1,1,2.5,1,0,4,0,0,0,0,0,0,0,0,0,85,1,1,2.0,0,6,3,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,20,1,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,82,1,0,2.0,0,4,0,0,0,0,0,0,0,0,0,0,82,1,0,1.5,0,3,0,0,0,0,0,0,0,0,0,0
1,0,84,1,1,9,9.5,0,9,7,6,10,1,8,1,1,4,7,0,41,1,9,9.5,0,9,4,1,9,6,4,6,10,4,9,0,50,1,9,9.0,1,5,2,3,4,9,10,3,10,5,1,0,100,0,9,9.0,1,7,7,9,2,3,8,10,5,3,3,0,100,1,9,9.0,1,4,4,10,5,5,10,10,6,10,2,0
1,1,64,1,1,8,8.5,1,0,6,10,1,8,1,1,4,7,0,0,41,1,8,8.5,1,4,1,9,6,4,6,10,4,9,0,0,50,0,8,8.0,1,2,3,4,9,10,3,10,5,1,0,0,100,0,8,8.0,1,0,9,2,3,8,10,5,3,3,0,0,96,1,8,8.5,0,4,10,5,5,10,10,6,10,2,0,0
