episode,epoch,cloud_remaining_units,agent0_comp_units,agent0_channel_quality,agent0_remain_epochs,agent0_power,agent0_action,agent0_reward,agent0_mec_comp_unit_0,agent0_mec_comp_unit_1,agent0_mec_comp_unit_2,agent0_mec_comp_unit_3,agent0_mec_comp_unit_4,agent0_mec_comp_unit_5,agent0_mec_comp_unit_6,agent0_mec_comp_unit_7,agent0_mec_comp_unit_8,agent0_mec_comp_unit_9,agent1_comp_units,agent1_channel_quality,agent1_remain_epochs,agent1_power,agent1_action,agent1_reward,agent1_mec_comp_unit_0,agent1_mec_comp_unit_1,agent1_mec_comp_unit_2,agent1_mec_comp_unit_3,agent1_mec_comp_unit_4,agent1_mec_comp_unit_5,agent1_mec_comp_unit_6,agent1_mec_comp_unit_7,agent1_mec_comp_unit_8,agent1_mec_comp_unit_9,agent2_comp_units,agent2_channel_quality,agent2_remain_epochs,agent2_power,agent2_action,agent2_reward,agent2_mec_comp_unit_0,agent2_mec_comp_unit_1,agent2_mec_comp_unit_2,agent2_mec_comp_unit_3,agent2_mec_comp_unit_4,agent2_mec_comp_unit_5,agent2_mec_comp_unit_6,agent2_mec_comp_unit_7,agent2_mec_comp_unit_8,agent2_mec_comp_unit_9,agent3_comp_units,agent3_channel_quality,agent3_remain_epochs,agent3_power,agent3_action,agent3_reward,agent3_mec_comp_unit_0,agent3_mec_comp_unit_1,agent3_mec_comp_unit_2,agent3_mec_comp_unit_3,agent3_mec_comp_unit_4,agent3_mec_comp_unit_5,agent3_mec_comp_unit_6,agent3_mec_comp_unit_7,agent3_mec_comp_unit_8,agent3_mec_comp_unit_9,agent4_comp_units,agent4_channel_quality,agent4_remain_epochs,agent4_power,agent4_action,agent4_reward,agent4_mec_comp_unit_0,agent4_mec_comp_unit_1,agent4_mec_comp_unit_2,agent4_mec_comp_unit_3,agent4_mec_comp_unit_4,agent4_mec_comp_unit_5,agent4_mec_comp_unit_6,agent4_mec_comp_unit_7,agent4_mec_comp_unit_8,agent4_mec_comp_unit_9
0,0,90,9,0,9,9.5,0,1,8,4,10,5,2,1,9,2,6,0,49,0,9,9.5,0,1,1,9,4,9,5,7,1,6,8,0,49,1,9,9.5,0,1,9,3,1,1,6,6,1,3,7,0,100,0,9,9.0,1,10,3,3,3,7,4,4,3,10,9,0,98,0,9,9.5,0,2,4,8,6,7,7,2,4,10,10,0
0,1,82,9,0,8,8.5,1,0,4,10,5,2,1,9,2,6,0,0,48,1,8,9.0,0,1,9,4,9,5,7,1,6,8,0,0,40,1,8,9.0,0,9,3,1,1,6,6,1,3,7,0,0,97,0,8,8.5,0,3,3,3,7,4,4,3,10,9,0,0,94,0,8,9.0,0,4,8,6,7,7,2,4,10,10,0,0
0,2,68,5,1,7,8.0,0,4,10,5,2,1,9,2,6,0,0,0,39,1,7,8.5,0,9,4,9,5,7,1,6,8,0,0,0,40,1,7,8.0,1,3,1,1,6,6,1,3,7,0,0,0,97,0,7,7.5,1,0,3,7,4,4,3,10,9,0,0,0,94,0,7,8.0,1,0,6,7,7,2,4,10,10,0,0,0
0,3,57,5,1,6,7.0,1,0,5,2,1,9,2,6,0,0,0,0,35,1,6,8.0,0,4,9,5,7,1,6,8,0,0,0,0,40,1,6,7.0,1,1,1,6,6,1,3,7,0,0,0,0,94,0,6,7.0,0,3,7,4,4,3,10,9,0,0,0,0,88,0,6,7.5,0,6,7,7,2,4,10,10,0,0,0,0
0,4,33,0,0,5,6.5,0,5,2,1,9,2,6,0,0,0,0,0,35,1,5,7.0,1,9,5,7,1,6,8,0,0,0,0,0,40,1,5,6.0,1,1,6,6,1,3,7,0,0,0,0,0,94,1,5,6.0,1,0,4,4,3,10,9,0,0,0,0,0,88,0,5,6.5,1,0,7,2,4,10,10,0,0,0,0,0
0,5,24,0,0,4,5.5,1,0,1,9,2,6,0,0,0,0,0,0,30,1,4,6.5,0,5,7,1,6,8,0,0,0,0,0,0,34,1,4,5.5,0,6,6,1,3,7,0,0,0,0,0,0,90,1,4,5.5,0,4,4,3,10,9,0,0,0,0,0,0,88,0,4,5.5,1,0,2,4,10,10,0,0,0,0,0,0
0,6,13,0,0,3,4.5,1,0,9,2,6,0,0,0,0,0,0,0,23,1,3,6.0,0,7,1,6,8,0,0,0,0,0,0,0,34,1,3,4.5,1,6,1,3,7,0,0,0,0,0,0,0,90,1,3,4.5,1,4,3,10,9,0,0,0,0,0,0,0,86,0,3,5.0,0,2,4,10,10,0,0,0,0,0,0,0
0,7,5,0,0,2,4.0,0,0,2,6,0,0,0,0,0,0,0,0,22,0,2,5.5,0,1,6,8,0,0,0,0,0,0,0,0,34,1,2,3.5,1,1,3,7,0,0,0,0,0,0,0,0,90,0,2,3.5,1,3,10,9,0,0,0,0,0,0,0,0,86,0,2,4.0,1,0,10,10,0,0,0,0,0,0,0,0
0,8,0,0,0,1,3.5,0,0,6,0,0,0,0,0,0,0,0,0,22,0,1,4.5,1,0,8,0,0,0,0,0,0,0,0,0,31,1,1,3.0,0,3,7,0,0,0,0,0,0,0,0,0,90,0,1,2.5,1,0,9,0,0,0,0,0,0,0,0,0,76,1,1,3.5,0,10,10,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,31,1,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,81,0,0,2.0,0,9,0,0,0,0,0,0,0,0,0,0,76,1,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0
