episode,epoch,cloud_remaining_units,agent0_comp_units,agent0_channel_quality,agent0_remain_epochs,agent0_power,agent0_action,agent0_reward,agent0_mec_comp_unit_0,agent0_mec_comp_unit_1,agent0_mec_comp_unit_2,agent0_mec_comp_unit_3,agent0_mec_comp_unit_4,agent0_mec_comp_unit_5,agent0_mec_comp_unit_6,agent0_mec_comp_unit_7,agent0_mec_comp_unit_8,agent0_mec_comp_unit_9,agent1_comp_units,agent1_channel_quality,agent1_remain_epochs,agent1_power,agent1_action,agent1_reward,agent1_mec_comp_unit_0,agent1_mec_comp_unit_1,agent1_mec_comp_unit_2,agent1_mec_comp_unit_3,agent1_mec_comp_unit_4,agent1_mec_comp_unit_5,agent1_mec_comp_unit_6,agent1_mec_comp_unit_7,agent1_mec_comp_unit_8,agent1_mec_comp_unit_9,agent2_comp_units,agent2_channel_quality,agent2_remain_epochs,agent2_power,agent2_action,agent2_reward,agent2_mec_comp_unit_0,agent2_mec_comp_unit_1,agent2_mec_comp_unit_2,agent2_mec_comp_unit_3,agent2_mec_comp_unit_4,agent2_mec_comp_unit_5,agent2_mec_comp_unit_6,agent2_mec_comp_unit_7,agent2_mec_comp_unit_8,agent2_mec_comp_unit_9,agent3_comp_units,agent3_channel_quality,agent3_remain_epochs,agent3_power,agent3_action,agent3_reward,agent3_mec_comp_unit_0,agent3_mec_comp_unit_1,agent3_mec_comp_unit_2,agent3_mec_comp_unit_3,agent3_mec_comp_unit_4,agent3_mec_comp_unit_5,agent3_mec_comp_unit_6,agent3_mec_comp_unit_7,agent3_mec_comp_unit_8,agent3_mec_comp_unit_9,agent4_comp_units,agent4_channel_quality,agent4_remain_epochs,agent4_power,agent4_action,agent4_reward,agent4_mec_comp_unit_0,agent4_mec_comp_unit_1,agent4_mec_comp_unit_2,agent4_mec_comp_unit_3,agent4_mec_comp_unit_4,agent4_mec_comp_unit_5,agent4_mec_comp_unit_6,agent4_mec_comp_unit_7,agent4_mec_comp_unit_8,agent4_mec_comp_unit_9
0,0,86,3,1,9,9.5,0,6.9,4,8,5,7,10,3,7,8,5,0,46,1,9,9.5,0,3.9,8,8,3,6,5,2,8,6,2,0,50,1,9,9.0,1,4.8,1,10,6,9,1,10,3,7,4,0,91,1,9,9.5,0,8.9,3,5,3,7,5,9,7,2,4,0,100,0,9,9.0,1,-0.2,2,10,9,10,5,2,4,7,8,0
0,1,82,0,1,8,9.0,0,-0.2,8,5,7,10,3,7,8,5,0,0,38,1,8,9.0,0,7.9,8,3,6,5,2,8,6,2,0,0,50,1,8,8.0,1,0.8,10,6,9,1,10,3,7,4,0,0,91,1,8,8.5,1,2.8,5,3,7,5,9,7,2,4,0,0,98,1,8,8.5,0,1.9,10,9,10,5,2,4,7,8,0,0
0,2,64,0,1,7,8.5,0,-0.2,5,7,10,3,7,8,5,0,0,0,38,1,7,8.0,1,7.8,3,6,5,2,8,6,2,0,0,0,40,0,7,7.5,0,9.9,6,9,1,10,3,7,4,0,0,0,86,1,7,8.0,0,4.9,3,7,5,9,7,2,4,0,0,0,98,1,7,7.5,1,9.8,9,10,5,2,4,7,8,0,0,0
0,3,50,0,1,6,7.5,1,0.0,7,10,3,7,8,5,0,0,0,0,35,1,6,7.5,0,2.9,6,5,2,8,6,2,0,0,0,0,34,0,6,7.0,0,5.9,9,1,10,3,7,4,0,0,0,0,83,1,6,7.5,0,2.9,7,5,9,7,2,4,0,0,0,0,98,0,6,6.5,1,8.8,10,5,2,4,7,8,0,0,0,0
0,4,27,0,1,5,7.0,0,-0.2,10,3,7,8,5,0,0,0,0,0,35,1,5,6.5,1,5.8,5,2,8,6,2,0,0,0,0,0,25,0,5,6.5,0,8.9,1,10,3,7,4,0,0,0,0,0,83,1,5,6.5,1,6.8,5,9,7,2,4,0,0,0,0,0,98,0,5,5.5,1,-0.2,5,2,4,7,8,0,0,0,0,0
0,5,16,0,1,4,6.5,0,-0.2,3,7,8,5,0,0,0,0,0,0,35,1,4,5.5,1,4.8,2,8,6,2,0,0,0,0,0,0,25,0,4,5.5,1,-0.2,10,3,7,4,0,0,0,0,0,0,83,1,4,5.5,1,4.8,9,7,2,4,0,0,0,0,0,0,93,0,4,5.0,0,4.9,2,4,7,8,0,0,0,0,0,0
0,6,12,0,1,3,6.0,0,-0.2,7,8,5,0,0,0,0,0,0,0,35,1,3,4.5,1,1.8,8,6,2,0,0,0,0,0,0,0,15,1,3,5.0,0,9.9,3,7,4,0,0,0,0,0,0,0,74,1,3,5.0,0,8.9,7,2,4,0,0,0,0,0,0,0,93,1,3,4.0,1,-0.2,4,7,8,0,0,0,0,0,0,0
0,7,4,0,0,2,5.5,0,-0.2,8,5,0,0,0,0,0,0,0,0,35,1,2,3.5,1,7.8,6,2,0,0,0,0,0,0,0,0,12,1,2,4.5,0,2.9,7,4,0,0,0,0,0,0,0,0,67,1,2,4.5,0,6.9,2,4,0,0,0,0,0,0,0,0,89,1,2,3.5,0,3.9,7,8,0,0,0,0,0,0,0,0
0,8,0,0,0,1,5.0,0,-0.2,5,0,0,0,0,0,0,0,0,0,29,1,1,3.0,0,5.9,2,0,0,0,0,0,0,0,0,0,12,1,1,3.5,1,0.0,4,0,0,0,0,0,0,0,0,0,67,0,1,3.5,1,0.0,4,0,0,0,0,0,0,0,0,0,82,1,1,3.0,0,6.9,8,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,4.5,0,-0.2,0,0,0,0,0,0,0,0,0,0,29,1,0,2.0,1,0.0,0,0,0,0,0,0,0,0,0,0,12,1,0,2.5,1,0.0,0,0,0,0,0,0,0,0,0,0,67,0,0,2.5,1,-0.2,0,0,0,0,0,0,0,0,0,0,74,1,0,2.5,0,7.9,0,0,0,0,0,0,0,0,0,0
